Depth_mean,Depth_min,Depth_max,Qf,valid,slope,phasedetect,Lat,Lon,Sog,Cog,Roll,Pitch,Heave,Head
-125.14,-124.62,-126.4,2.933505359888077,100.0,-0.03,89.0,46.1113466,-3.2597918,5.65658747788906,156.39,0.1,0.22,-0.02,160.69
-125.21,-124.59,-126.83,2.9194749081134796,100.0,0.11,88.0,46.1113226,-3.2597776,5.65658747788906,156.43,-0.02,0.18,-0.04,160.8
-125.08,-124.54,-126.64,2.9033916854858397,100.0,0.02,85.5,46.111275,-3.2597494,5.65658747788906,156.61,-0.48,-0.25,0.15,160.86
-124.96,-124.47,-126.01,2.9239479541778564,100.0,-0.04,88.5,46.11122665,-3.2597201,5.65658747788906,156.63,-0.62,0.04,0.2,161.05
-125.06,-124.31,-126.44,2.9084207636117934,100.0,-0.06,88.0,46.11115175,-3.2596795,5.65658747788906,156.95,-0.24,0.41,0.21,161.1
-125.03,-124.58,-125.94,2.932669787406921,100.0,-0.07,90.0,46.11112695,-3.2596677,5.676025922830259,157.22,0.07,0.39,0.15,161.02
-125.41,-124.83,-126.65,2.9173953592777253,100.0,0.16,87.0,46.11110275,-3.2596557,5.65658747788906,157.52,-0.1,0.1,-0.18,161.01
-125.53,-125.14,-127.09,2.9224044144153596,100.0,0.01,89.5,46.11105565,-3.2596281,5.63714903294786,157.8,-0.97,-0.5,-0.25,161.32
-125.68,-125.2,-126.74,2.9244176840782163,100.0,0.01,88.5,46.11100795,-3.2595957,5.63714903294786,157.54,-0.9,0.03,-0.44,161.67
-126.09,-125.41,-127.09,2.929535626173019,100.0,-0.04,89.5,46.1109584,-3.2595615,5.65658747788906,157.16,-0.14,0.61,-0.61,161.64
-125.83,-125.35,-127.43,2.931133908033371,100.0,0.04,87.0,46.1109096,-3.2595299,5.676025922830259,156.87,0.41,0.12,0.06,161.66
-125.18,-124.84,-126.23,2.9235129070281984,100.0,0.0,89.5,46.11086115,-3.2595042,5.676025922830259,156.98,0.32,0.06,0.3,161.76
-125.31,-124.84,-126.43,2.9263861441612242,100.0,0.18,89.0,46.1108128,-3.2594786,5.676025922830259,157.44,-0.08,0.19,0.14,161.81
-125.37,-124.79,-126.12,2.9299329364299775,100.0,0.05,87.5,46.11078875,-3.2594647,5.65658747788906,157.53,-0.35,0.13,0.23,161.76
-125.0,-124.55,-126.17,2.9358434998989105,100.0,0.1,88.5,46.1107408,-3.2594391,5.65658747788906,157.64,0.11,-0.13,0.6,161.71
-124.81,-123.97,-125.9,2.9201638674736023,100.0,0.06,88.0,46.11069155,-3.2594179,5.63714903294786,158.14,-0.19,-0.29,0.34,162.06
-125.65,-125.11,-126.75,2.9203339970111846,100.0,0.05,88.0,46.1106408,-3.2593946,5.63714903294786,158.83,-0.64,0.11,-0.2,162.09
-126.35,-125.88,-128.07,2.937249652147293,100.0,0.08,87.5,46.11059085,-3.2593641,5.65658747788906,158.92,-1.59,0.39,-0.8,162.16
-126.15,-125.53,-126.91,2.9242106914520263,100.0,0.06,87.5,46.11054255,-3.2593308,5.676025922830259,158.41,-0.92,0.2,-0.49,162.04
-125.82,-125.41,-126.64,2.9222842305898666,100.0,0.09,89.0,46.11049465,-3.2593014,5.676025922830259,158.07,0.56,0.12,-0.17,162.0
-125.78,-125.32,-127.27,2.924961326122284,100.0,0.16,87.5,46.1104705,-3.259288,5.676025922830259,158.06,0.87,0.02,-0.14,162.04
-125.82,-125.13,-126.85,2.947827071547508,100.0,0.16,87.0,46.11042235,-3.2592602,5.65658747788906,158.16,0.35,-0.2,-0.14,162.18
-125.73,-125.18,-127.04,2.9243573915958403,100.0,0.14,88.0,46.11037295,-3.259231,5.65658747788906,158.07,-0.36,0.14,-0.03,162.27
-125.55,-124.95,-126.6,2.9135426151752473,100.0,0.13,86.0,46.11032275,-3.2592033,5.676025922830259,158.1,-0.19,0.45,0.12,162.3
-125.26,-124.59,-126.17,2.925676916837692,100.0,0.15,88.0,46.11027325,-3.2591794,5.695464367771459,158.35,0.37,0.37,0.45,162.0
-124.96,-124.4,-126.01,2.9450865924358367,100.0,0.2,89.5,46.11022465,-3.25916,5.676025922830259,158.95,0.42,0.17,0.59,161.91
-124.98,-124.35,-126.16,2.9239594662189483,100.0,0.18,88.0,46.1102005,-3.2591501,5.65658747788906,159.32,-0.29,-0.44,0.48,162.01
-125.51,-124.33,-126.83,2.9204855930805205,100.0,0.12,88.0,46.11015145,-3.2591267,5.617710588006661,159.79,-1.18,-0.14,-0.12,162.38
-125.91,-125.53,-127.07,2.937930496931076,100.0,0.09,89.0,46.11010125,-3.2590975,5.63714903294786,159.75,-1.04,0.25,-0.51,162.44
-126.11,-125.41,-127.48,2.9191378498077394,100.0,0.14,88.0,46.1100266,-3.2590526,5.676025922830259,159.29,-0.14,0.34,-0.53,162.29
-126.01,-125.41,-127.07,2.919366637468338,100.0,0.19,88.0,46.11000215,-3.2590387,5.676025922830259,159.21,0.24,0.23,-0.47,162.21
-126.11,-124.93,-127.65,2.9335792046785354,100.0,0.3,86.0,46.10997815,-3.2590244,5.676025922830259,159.18,-0.01,-0.05,-0.51,162.3
-126.02,-125.35,-127.4,2.9363950979709625,100.0,0.25,88.5,46.10993015,-3.2589933,5.676025922830259,158.89,-0.2,0.05,-0.29,162.35
-125.68,-125.01,-126.7,2.9355609327554704,100.0,0.2,88.0,46.1098811,-3.2589641,5.676025922830259,158.53,0.36,0.35,0.12,162.26
-125.17,-124.08,-126.65,2.931728073358536,100.0,0.25,88.5,46.1098318,-3.2589393,5.676025922830259,158.61,0.63,0.01,0.59,162.31
-124.88,-124.26,-125.91,2.9269854629039767,100.0,0.21,86.0,46.10978235,-3.2589186,5.676025922830259,159.15,0.36,-0.03,0.6,162.31
-125.18,-124.51,-126.51,2.9390382289886476,100.0,0.23,87.0,46.10973295,-3.2588955,5.65658747788906,159.58,-0.42,0.16,0.28,162.14
-125.17,-124.38,-126.57,2.9321051406860352,100.0,0.28,87.0,46.10970825,-3.2588844,5.65658747788906,159.73,-0.69,-0.0,0.24,162.08
-125.2,-124.75,-126.01,2.9371936500072477,100.0,0.09,89.0,46.1096588,-3.2588614,5.65658747788906,160.09,-0.68,-0.13,0.07,162.16
-125.5,-124.88,-126.65,2.940097926855087,100.0,0.14,89.5,46.10960895,-3.2588359,5.65658747788906,160.22,-0.56,0.01,-0.14,162.19
-126.02,-125.38,-127.61,2.942422994375229,100.0,0.19,88.0,46.10955925,-3.2588074,5.65658747788906,160.15,-0.62,0.26,-0.69,162.24
-126.11,-125.48,-127.06,2.9320574700832367,100.0,0.15,88.0,46.1095111,-3.258776,5.676025922830259,159.7,-0.46,0.1,-0.64,162.17
-125.91,-125.44,-127.23,2.908545832037926,100.0,0.13,88.5,46.109463,-3.2587458,5.676025922830259,159.25,0.17,-0.03,-0.33,162.13
-125.61,-125.08,-126.78,2.9386376297473906,100.0,0.17,87.0,46.1094385,-3.2587315,5.676025922830259,159.09,0.54,-0.05,-0.12,162.22
-125.68,-124.92,-126.95,2.9319033497571945,100.0,0.21,89.0,46.109389,-3.2587027,5.676025922830259,158.99,0.29,0.11,-0.2,162.34
-125.58,-124.93,-126.55,2.932058995962143,100.0,0.19,87.0,46.1093396,-3.2586731,5.695464367771459,158.76,-0.14,0.41,-0.07,162.38
-124.91,-123.72,-126.71,2.924055007696152,100.0,0.23,87.5,46.1092653,-3.2586392,5.695464367771459,159.07,0.25,0.22,0.66,162.2
-124.73,-124.18,-125.89,2.934870651960373,100.0,0.16,87.0,46.10924095,-3.2586299,5.676025922830259,159.4,0.28,0.18,0.56,161.9
-124.79,-124.25,-126.23,2.924780504703522,100.0,0.22,89.5,46.10919265,-3.2586104,5.63714903294786,160.04,0.03,-0.03,0.48,161.85
-124.84,-124.23,-126.35,2.9240695691108702,100.0,0.22,88.0,46.1091682,-3.258599,5.63714903294786,160.28,-1.15,-0.75,0.37,162.41
-125.76,-125.04,-126.79,2.9386547768115996,100.0,0.13,88.5,46.1091179,-3.2585696,5.63714903294786,160.29,-1.79,0.19,-0.63,162.72
-126.26,-125.7,-127.48,2.9260671126842497,100.0,0.13,88.0,46.109067,-3.2585361,5.676025922830259,159.74,-0.67,0.83,-0.88,162.37
-125.82,-125.25,-127.46,2.912251536846161,100.0,0.17,89.0,46.1090181,-3.2585069,5.695464367771459,159.32,0.65,0.08,-0.24,162.05
-125.33,-124.88,-126.78,2.917538480758667,100.0,0.17,88.5,46.10897035,-3.2584811,5.695464367771459,159.25,0.82,-0.12,-0.03,161.98
-125.38,-124.73,-127.01,2.9237409615516663,100.0,0.2,87.0,46.1089462,-3.2584685,5.676025922830259,159.3,0.45,-0.12,-0.05,162.02
-125.62,-124.49,-127.27,2.921906827688217,100.0,0.25,89.0,46.10889745,-3.2584405,5.676025922830259,159.3,-0.44,0.11,-0.35,162.1
-125.63,-124.75,-126.72,2.948656517267227,100.0,0.22,88.0,46.1088489,-3.2584091,5.676025922830259,158.97,-0.55,0.14,-0.14,161.98
-124.93,-124.45,-126.72,2.9353839814662934,100.0,0.15,89.0,46.10879965,-3.258381,5.676025922830259,158.65,0.16,0.07,0.58,162.11
-124.56,-124.05,-125.96,2.9269444757699965,100.0,0.15,90.0,46.1087488,-3.2583598,5.676025922830259,159.0,0.53,0.28,0.65,161.99
-124.8,-124.27,-126.24,2.943864874839783,100.0,0.2,87.5,46.10869895,-3.2583406,5.676025922830259,159.78,0.32,0.34,0.39,161.67
-124.96,-124.1,-126.41,2.926401333808899,100.0,0.34,89.0,46.1086748,-3.2583295,5.676025922830259,160.06,-0.67,-0.14,0.11,161.65
-125.28,-124.55,-127.12,2.917576348781586,100.0,0.16,88.5,46.10862695,-3.2583037,5.63714903294786,160.23,-1.32,-0.27,-0.26,162.01
-125.54,-124.91,-126.72,2.9124020969867708,100.0,0.17,87.5,46.10857845,-3.2582724,5.63714903294786,159.83,-0.97,-0.11,-0.49,162.1
-125.74,-125.24,-127.0,2.9437947136163714,100.0,0.16,89.0,46.10852825,-3.2582409,5.65658747788906,159.34,-0.24,0.31,-0.64,162.16
-125.9,-125.25,-127.33,2.9107675272226334,100.0,0.28,87.5,46.1084539,-3.2581919,5.714902812712658,158.7,0.11,0.47,-0.57,161.99
-125.61,-125.1,-126.7,2.931069114804268,100.0,0.15,88.5,46.1084296,-3.2581775,5.714902812712658,158.51,0.37,0.53,-0.31,161.83
-125.06,-124.58,-126.01,2.929269065856934,100.0,0.11,87.5,46.1083818,-3.258152,5.695464367771459,158.51,0.66,0.13,0.25,161.64
-124.76,-123.84,-126.37,2.928754388093948,100.0,0.19,87.0,46.1083582,-3.2581404,5.695464367771459,158.61,0.24,-0.21,0.49,161.64
-124.63,-124.09,-125.75,2.9248447370529176,100.0,0.14,88.5,46.10831,-3.2581171,5.65658747788906,158.93,-0.53,-0.09,0.34,161.62
-124.98,-124.37,-126.43,2.91880114197731,100.0,0.21,87.5,46.10826075,-3.2580916,5.63714903294786,159.18,-0.88,-0.04,0.19,161.64
-124.9,-124.16,-125.92,2.922532560825348,100.0,0.11,88.5,46.1082106,-3.2580655,5.65658747788906,159.24,-0.99,0.07,0.13,161.74
-124.97,-124.46,-126.56,2.9295159482955935,100.0,0.11,88.0,46.1081599,-3.2580397,5.676025922830259,159.41,-0.63,0.29,-0.03,161.68
-125.17,-124.61,-126.45,2.9190509510040283,100.0,0.07,89.5,46.1081349,-3.2580267,5.676025922830259,159.5,-0.29,0.31,-0.32,161.47
-125.37,-124.83,-126.42,2.909363077878952,100.0,0.17,88.0,46.10808625,-3.2579991,5.676025922830259,159.49,-0.17,0.14,-0.37,161.31
-125.39,-124.92,-126.54,2.9052442181110383,100.0,0.1,88.5,46.10803915,-3.2579687,5.676025922830259,159.26,-0.28,-0.27,-0.37,161.31
-125.34,-124.7,-126.45,2.9310829776525495,100.0,0.15,88.5,46.10799115,-3.257935,5.676025922830259,158.66,-0.2,-0.14,-0.29,161.66
-125.37,-124.82,-126.6,2.933969597220421,100.0,0.12,88.5,46.1079409,-3.2579039,5.695464367771459,158.21,0.06,0.26,-0.3,161.8
-125.37,-124.79,-126.47,2.9254566729068756,100.0,0.1,87.0,46.10789145,-3.2578754,5.714902812712658,158.17,0.25,0.55,-0.29,161.59
-124.94,-124.45,-125.93,2.934460258483887,100.0,0.07,87.0,46.1078433,-3.257848,5.695464367771459,158.19,-0.12,0.04,0.31,161.21
-124.54,-124.14,-126.12,2.9224889105558396,100.0,0.07,87.0,46.1078193,-3.257835,5.695464367771459,158.21,-0.1,0.04,0.46,161.23
-124.51,-124.01,-125.44,2.927721090912819,100.0,0.11,87.0,46.1077706,-3.2578108,5.676025922830259,158.43,-0.12,0.11,0.43,161.38
-124.65,-124.2,-125.76,2.9196991395950316,100.0,0.1,89.0,46.1077221,-3.2577862,5.65658747788906,158.75,-0.28,0.04,0.2,161.43
-124.66,-124.16,-126.02,2.931038278341293,100.0,0.01,89.5,46.10767345,-3.2577607,5.65658747788906,158.93,-0.47,-0.17,0.19,161.63
-124.8,-124.18,-126.05,2.922294421195984,100.0,0.19,88.0,46.1076238,-3.2577342,5.65658747788906,159.06,-0.56,-0.02,-0.24,161.62
-125.38,-124.91,-126.41,2.935823448896408,100.0,0.13,87.5,46.10757395,-3.2577036,5.676025922830259,158.99,-0.67,0.05,-0.51,161.69
-125.58,-124.91,-126.45,2.9336011207103727,100.0,0.12,87.5,46.1075491,-3.2576871,5.676025922830259,158.8,-0.75,0.06,-0.72,161.85
-125.66,-125.12,-126.99,2.919190901517868,100.0,0.09,89.0,46.1074999,-3.257652,5.714902812712658,158.25,-0.22,0.31,-0.61,162.01
-125.24,-124.72,-127.18,2.9239416766166686,100.0,0.03,87.0,46.1074506,-3.2576199,5.734341257653858,157.76,0.44,0.4,-0.13,162.07
-125.02,-124.6,-126.07,2.9052572536468504,100.0,0.04,90.0,46.10740195,-3.2575923,5.734341257653858,157.7,0.6,0.4,0.05,161.68
-124.66,-124.16,-125.85,2.9264910125732424,100.0,0.11,87.5,46.10735485,-3.2575671,5.714902812712658,157.88,0.34,-0.01,0.32,161.71
-124.11,-123.51,-125.5,2.92569637298584,100.0,0.21,86.5,46.10733105,-3.2575553,5.695464367771459,158.01,-0.04,-0.43,0.69,161.91
-124.4,-123.9,-125.37,2.944953079223633,100.0,0.11,87.5,46.107282,-3.2575315,5.65658747788906,158.4,-0.42,0.08,0.3,162.22
-124.65,-124.18,-126.23,2.9405281841754913,100.0,0.09,87.5,46.10723125,-3.2575064,5.676025922830259,158.73,-0.68,0.31,0.05,162.34
-124.81,-124.31,-126.05,2.9153504717350005,100.0,0.1,87.0,46.10718105,-3.2574814,5.676025922830259,159.03,-0.69,0.41,-0.09,162.16
-124.97,-124.44,-126.21,2.925264799594879,100.0,0.15,88.0,46.10713275,-3.2574547,5.676025922830259,159.16,-0.6,0.08,-0.22,161.86
-124.74,-124.07,-125.85,2.937807183265686,100.0,0.06,87.5,46.1070847,-3.2574274,5.65658747788906,159.07,-0.35,-0.38,0.01,161.98
-124.8,-124.39,-125.86,2.9428385627269744,100.0,0.0,90.0,46.10705985,-3.2574137,5.65658747788906,159.06,-0.23,-0.23,-0.29,162.48
-125.33,-124.52,-126.44,2.9133024603128432,100.0,-0.0,86.0,46.10700915,-3.2573825,5.676025922830259,158.97,-0.36,0.37,-0.73,162.58
-125.58,-124.8,-126.75,2.934293624162674,100.0,0.01,87.5,46.10695805,-3.2573491,5.714902812712658,158.57,-0.21,0.63,-0.81,162.38
-125.48,-125.05,-126.79,2.939443293809891,100.0,0.07,87.5,46.1069094,-3.2573166,5.753779702595057,158.16,0.04,0.52,-0.56,161.96
-124.58,-124.17,-125.95,2.9219287103414535,100.0,0.01,87.0,46.106862,-3.2572887,5.734341257653858,157.87,0.51,-0.2,0.52,161.77
-123.81,-123.27,-125.02,2.927762994766235,100.0,0.04,88.0,46.10683755,-3.257278,5.714902812712658,157.97,0.74,0.0,0.81,161.77
-124.11,-123.7,-125.04,2.9302675580978392,100.0,0.02,85.0,46.1067878,-3.2572573,5.695464367771459,158.66,0.3,0.2,0.54,161.81
-124.42,-123.97,-126.2,2.932282725572586,100.0,-0.02,89.0,46.1067384,-3.2572336,5.676025922830259,159.15,-0.84,0.13,0.18,161.86
-124.45,-123.91,-125.45,2.93357208609581,100.0,-0.02,87.0,46.10668955,-3.2572088,5.676025922830259,159.35,-0.88,0.16,0.08,161.56
-124.42,-124.01,-125.85,2.919986497759819,100.0,-0.01,87.5,46.10664145,-3.2571826,5.65658747788906,159.42,-0.41,-0.2,0.11,161.61
-124.49,-123.86,-125.52,2.9185508036613466,100.0,-0.02,86.0,46.1065923,-3.2571561,5.65658747788906,159.42,-0.07,-0.06,-0.09,161.79
-124.86,-124.42,-126.55,2.8979936504364012,100.0,0.02,88.5,46.1065423,-3.2571278,5.65658747788906,159.43,-0.44,-0.05,-0.61,162.06
-125.51,-124.93,-126.85,2.906351580619812,100.0,0.05,87.5,46.10651745,-3.2571114,5.676025922830259,159.31,-0.8,0.02,-0.92,162.15
-125.57,-124.88,-127.17,2.9222036361694337,100.0,-0.13,89.0,46.1064681,-3.2570745,5.714902812712658,158.66,-0.9,0.16,-0.88,162.14
-124.99,-124.38,-125.9,2.9305016362667082,100.0,-0.01,89.0,46.10641845,-3.2570386,5.734341257653858,157.83,0.23,0.36,-0.21,162.18
-124.57,-123.83,-126.09,2.929700413942337,100.0,0.02,85.0,46.1063686,-3.2570103,5.753779702595057,157.58,1.39,0.71,0.24,161.87
-124.1,-123.61,-125.23,2.9226361465454103,100.0,0.06,86.0,46.10631985,-3.2569905,5.734341257653858,158.12,0.66,-0.06,0.68,161.84
-123.86,-123.25,-125.11,2.9390408849716185,100.0,0.06,87.5,46.10627265,-3.2569691,5.695464367771459,158.82,-0.29,-0.39,0.67,161.94
-124.23,-123.69,-125.33,2.924480106830597,100.0,0.02,89.0,46.1062491,-3.2569559,5.676025922830259,158.95,-1.61,-0.01,0.18,162.06
-124.22,-123.8,-125.5,2.9256736528873444,100.0,-0.04,89.0,46.10620075,-3.2569285,5.65658747788906,158.86,-0.94,0.03,0.32,162.08
-123.96,-123.49,-124.94,2.9187758278846743,100.0,0.09,89.0,46.1061508,-3.2569051,5.65658747788906,159.03,0.27,0.0,0.33,162.03
-124.23,-123.67,-125.31,2.925105432868004,100.0,-0.03,88.0,46.1061003,-3.2568825,5.65658747788906,159.58,0.35,0.07,0.06,162.0
-124.78,-124.31,-126.03,2.923840646147728,100.0,0.04,88.0,46.10605095,-3.2568559,5.65658747788906,159.77,-0.36,0.13,-0.49,162.09
-125.06,-124.55,-126.3,2.9392573475837707,100.0,0.03,89.0,46.1060268,-3.25684,5.65658747788906,159.68,-1.28,-0.15,-0.75,162.26
-125.24,-124.5,-126.31,2.9291127729415893,100.0,-0.01,86.0,46.1059786,-3.2568045,5.676025922830259,159.0,-0.8,0.01,-0.71,162.38
-124.91,-124.38,-126.06,2.9209099340438844,100.0,0.09,87.5,46.10592895,-3.2567708,5.695464367771459,158.28,-0.17,0.0,-0.43,162.44
-124.71,-124.22,-126.29,2.931176778078079,100.0,0.01,88.0,46.10587795,-3.2567412,5.734341257653858,158.1,0.45,0.21,-0.21,162.6
-124.83,-124.19,-126.31,2.914700095653534,100.0,-0.05,88.0,46.1058282,-3.2567109,5.753779702595057,158.04,0.22,0.75,-0.26,162.22
-124.22,-123.72,-125.45,2.934060254096985,100.0,-0.02,88.0,46.10580375,-3.2566982,5.753779702595057,157.99,0.55,0.32,0.61,161.84
-123.43,-122.96,-124.73,2.9123059582710265,100.0,0.04,88.0,46.105756,-3.2566775,5.714902812712658,158.41,0.25,-0.34,0.9,161.99
-123.62,-123.11,-124.82,2.9235646712779997,100.0,0.05,88.0,46.10570815,-3.2566575,5.676025922830259,159.07,-0.23,-0.13,0.62,161.99
-124.01,-123.52,-125.49,2.92590989112854,100.0,0.06,87.5,46.1056599,-3.256634,5.63714903294786,159.46,-0.94,0.11,0.23,161.98
-123.97,-123.5,-125.57,2.9384850633144377,100.0,-0.07,88.0,46.1056111,-3.2566092,5.63714903294786,159.6,-0.94,-0.19,0.23,162.06
-124.16,-123.58,-125.37,2.926500915288925,100.0,0.09,89.0,46.10556115,-3.2565841,5.63714903294786,159.78,-0.6,-0.07,-0.17,162.18
-124.92,-124.39,-126.16,2.9333473694324494,100.0,0.05,87.5,46.1055361,-3.2565694,5.63714903294786,159.82,-0.68,0.26,-0.89,162.11
-125.22,-124.57,-127.11,2.927263239622116,100.0,-0.05,87.5,46.10548705,-3.2565354,5.65658747788906,159.37,-0.51,0.26,-0.89,162.02
-124.69,-124.09,-125.83,2.927691811323166,100.0,0.05,89.0,46.105438,-3.2565034,5.695464367771459,158.74,0.21,-0.17,-0.3,162.25
-124.76,-124.37,-125.87,2.932617733478546,100.0,0.1,87.5,46.1053878,-3.2564742,5.695464367771459,158.57,0.32,0.29,-0.5,162.25
-125.07,-124.53,-126.27,2.920707768201828,100.0,0.1,88.0,46.10533855,-3.2564418,5.714902812712658,158.38,-0.37,0.32,-0.48,162.09
-124.45,-123.97,-125.93,2.9267909222841264,100.0,-0.01,87.5,46.10529045,-3.2564099,5.734341257653858,157.91,-0.5,0.03,0.32,162.04
-123.84,-123.18,-125.69,2.910183217525482,100.0,0.13,86.5,46.1052661,-3.2563963,5.734341257653858,157.79,-0.06,0.25,0.59,162.05
-123.57,-122.87,-124.86,2.9263460290431977,100.0,0.0,88.0,46.10521625,-3.2563756,5.714902812712658,158.18,0.77,0.57,0.7,161.71
-123.58,-123.08,-124.47,2.9060488349199294,100.0,0.11,87.0,46.10516845,-3.256357,5.676025922830259,159.01,0.14,0.08,0.62,161.35
-123.57,-123.07,-124.53,2.944828236699104,100.0,0.09,88.5,46.10512185,-3.2563369,5.63714903294786,159.58,-0.75,-0.52,0.48,161.34
-123.77,-123.35,-124.85,2.938577654361725,100.0,0.08,89.5,46.10507385,-3.2563131,5.598272143065461,159.94,-1.1,-0.75,0.31,161.57
-124.62,-124.14,-126.52,2.924909842014313,100.0,0.02,88.0,46.10504915,-3.2562976,5.598272143065461,159.92,-1.68,-0.27,-0.58,162.15
-125.26,-124.65,-126.63,2.9255228245258333,100.0,0.03,87.0,46.10499835,-3.2562607,5.63714903294786,159.27,-0.97,0.72,-1.01,162.15
-124.91,-124.47,-126.02,2.915930677652359,100.0,0.06,87.0,46.10494755,-3.2562276,5.695464367771459,158.55,0.45,0.47,-0.53,161.66
-124.72,-124.31,-125.63,2.9372873282432557,100.0,0.06,89.0,46.10489915,-3.2561983,5.714902812712658,158.39,0.8,0.1,-0.29,161.36
-124.35,-123.91,-125.37,2.926221091747284,100.0,0.1,89.0,46.10485185,-3.2561708,5.695464367771459,158.27,0.63,-0.06,-0.08,161.42
-124.24,-123.78,-125.48,2.934395534992218,100.0,0.07,89.5,46.104804,-3.256142,5.676025922830259,158.26,-0.19,-0.38,0.08,161.91
-124.4,-123.91,-125.65,2.926500329375267,100.0,0.03,87.5,46.1047795,-3.2561263,5.676025922830259,158.16,-0.72,0.1,-0.12,162.18
-124.42,-123.8,-125.21,2.9397604405879973,100.0,0.02,88.5,46.10472905,-3.2560957,5.695464367771459,157.91,-0.35,0.83,0.06,161.85
-123.86,-123.26,-125.13,2.9204454755783082,100.0,0.13,88.0,46.1046797,-3.2560704,5.714902812712658,158.0,0.19,0.48,0.61,161.45
-123.37,-122.82,-124.61,2.9220430755615237,100.0,0.04,87.5,46.10463245,-3.2560517,5.676025922830259,158.6,0.11,-0.2,0.75,161.27
-123.39,-122.82,-125.02,2.9123144894838333,100.0,0.09,86.5,46.10458655,-3.2560317,5.617710588006661,159.27,-0.21,-0.47,0.62,161.38
-123.63,-123.11,-124.75,2.934913530945778,100.0,0.09,88.5,46.10456305,-3.2560203,5.598272143065461,159.46,-0.79,-0.6,0.21,161.96
-124.25,-123.6,-125.4,2.930902224779129,100.0,-0.01,86.5,46.10451365,-3.2559933,5.578833698124262,159.57,-1.13,-0.01,-0.71,162.34
-125.3,-124.79,-126.33,2.936292151212692,100.0,-0.03,88.5,46.1044627,-3.2559598,5.617710588006661,159.31,-1.16,0.46,-1.19,162.17
-125.34,-124.79,-126.62,2.942572704553604,100.0,0.04,88.0,46.10438925,-3.255906,5.676025922830259,158.11,-0.1,0.25,-0.47,161.79
-124.4,-123.74,-125.39,2.916428864598274,100.0,0.02,88.0,46.10436495,-3.2558915,5.695464367771459,157.9,0.51,0.16,-0.08,161.75
-124.08,-123.52,-124.99,2.920401827096939,100.0,0.09,87.0,46.10434085,-3.2558784,5.695464367771459,157.88,0.77,-0.03,0.09,161.85
-124.06,-123.46,-125.15,2.9194570887088775,100.0,0.06,87.5,46.1042925,-3.2558527,5.676025922830259,158.14,0.35,-0.1,0.1,161.95
-124.11,-123.58,-125.12,2.9174075651168825,100.0,0.1,86.5,46.1042438,-3.2558245,5.676025922830259,158.19,-0.34,0.15,0.06,161.99
-124.03,-123.55,-125.16,2.9178700774908064,100.0,-0.0,88.0,46.1041949,-3.2557965,5.676025922830259,158.15,-0.32,0.5,0.18,161.91
-123.56,-123.04,-125.01,2.9139967447519304,100.0,0.05,88.0,46.10414645,-3.2557736,5.65658747788906,158.35,0.28,0.24,0.62,161.61
-123.45,-122.97,-124.53,2.924966806769371,100.0,0.05,87.5,46.10409865,-3.2557548,5.63714903294786,159.03,-0.13,-0.31,0.5,161.65
-123.71,-123.22,-125.37,2.9210014033317564,100.0,0.08,88.0,46.10407505,-3.2557438,5.617710588006661,159.36,-0.88,-0.64,0.3,161.95
-124.4,-123.94,-125.67,2.9309263229370117,100.0,0.06,89.5,46.1040266,-3.2557148,5.598272143065461,159.45,-1.81,0.07,-0.45,162.36
-124.56,-124.04,-125.37,2.909039041996002,100.0,0.06,87.5,46.103977,-3.2556829,5.617710588006661,158.99,-0.58,0.55,-0.49,162.13
-124.25,-123.7,-125.29,2.9230293792486193,100.0,0.11,88.5,46.1039278,-3.2556555,5.63714903294786,158.81,0.62,-0.03,-0.2,162.01
-124.42,-123.67,-125.47,2.9190629172325133,100.0,0.16,88.5,46.10387955,-3.2556284,5.63714903294786,158.91,0.01,-0.28,-0.52,162.2
-124.77,-124.13,-125.67,2.926108224391937,100.0,0.12,87.0,46.10383095,-3.2555945,5.63714903294786,158.6,-0.64,-0.16,-0.67,162.36
-124.67,-124.1,-125.74,2.9454665350914,100.0,0.09,90.0,46.1038064,-3.2555766,5.65658747788906,158.22,-0.82,0.49,-0.43,162.39
-123.96,-123.49,-125.57,2.9322079622745516,100.0,0.08,86.5,46.10375655,-3.255547,5.695464367771459,157.73,0.83,0.52,0.41,162.03
-123.39,-122.77,-124.33,2.924920970201492,100.0,0.12,88.0,46.1037072,-3.2555272,5.676025922830259,158.26,0.98,-0.04,0.71,161.85
-123.35,-122.82,-124.8,2.9056707322597504,100.0,0.15,87.5,46.1036592,-3.2555066,5.65658747788906,159.03,-0.42,-0.17,0.49,162.05
-123.66,-122.94,-124.77,2.9229122018814087,100.0,0.15,88.0,46.10361025,-3.2554842,5.63714903294786,159.46,-0.99,0.11,0.25,162.12
-124.06,-123.37,-125.34,2.9251205199956893,100.0,0.1,89.0,46.10358585,-3.2554712,5.617710588006661,159.59,-1.35,0.23,-0.16,162.12
-124.06,-123.63,-124.99,2.919113717675209,100.0,0.09,87.5,46.10353825,-3.2554437,5.617710588006661,159.52,-0.77,-0.0,-0.1,161.99
-123.84,-123.37,-124.94,2.9323618638515474,100.0,0.04,88.0,46.1034905,-3.2554165,5.617710588006661,159.34,-0.04,-0.32,0.01,162.15
-124.0,-123.15,-125.14,2.942268800735474,100.0,0.12,88.0,46.10344135,-3.2553899,5.598272143065461,159.36,0.09,-0.25,-0.18,162.33
