Depth_mean,Depth_min,Depth_max,Qf,valid,slope,phasedetect,Lat,Lon,Sog,Cog,Roll,Pitch,Heave,Head
-123.59,-122.65,-125.03,2.920505837798119,100.0,0.25,88.0,46.13088425,-3.2755581,5.948164152007053,339.29,0.07,-0.48,0.24,334.54
-123.15,-122.54,-124.26,2.9300187090039254,100.0,0.17,86.0,46.130935,-3.2755891,5.948164152007053,339.38,-0.99,0.12,0.56,334.42
-123.39,-122.5,-124.98,2.928040521144867,100.0,0.17,88.5,46.13101015,-3.2756413,5.948164152007053,338.45,-0.89,0.21,0.34,334.43
-123.38,-122.77,-124.71,2.9327155429124834,100.0,0.22,87.5,46.13103575,-3.2756574,5.948164152007053,338.26,0.29,-0.24,0.17,334.26
-123.78,-123.3,-125.03,2.9368456196784973,100.0,0.23,87.0,46.13106195,-3.2756727,5.948164152007053,338.16,0.8,0.37,-0.37,334.38
-124.17,-123.65,-125.53,2.924100974202156,100.0,0.19,88.0,46.1311153,-3.2757005,5.967602596948253,338.26,0.52,0.44,-0.46,334.54
-123.94,-123.34,-125.38,2.927135627269745,100.0,0.11,87.0,46.1311675,-3.2757276,5.987041041889452,338.52,-0.18,0.07,-0.18,334.5
-123.76,-122.93,-125.39,2.938900151848793,100.0,0.24,87.5,46.13121865,-3.2757567,5.987041041889452,338.65,-0.6,-0.05,-0.08,334.36
-124.1,-123.46,-125.19,2.9371253955364227,100.0,0.17,87.5,46.1312699,-3.275787,5.987041041889452,338.51,-0.51,0.36,-0.45,334.4
-124.4,-123.8,-125.95,2.924180430173874,100.0,0.22,88.0,46.13132155,-3.2758134,5.967602596948253,338.54,-0.07,0.34,-0.52,334.59
-124.11,-123.25,-125.88,2.93239906668663,100.0,0.34,87.0,46.13137245,-3.2758381,5.967602596948253,338.94,-0.05,0.06,-0.16,334.59
-123.0,-122.37,-125.14,2.9092080920934675,100.0,0.17,87.5,46.13139745,-3.2758528,5.948164152007053,339.06,-0.84,-0.57,0.87,334.32
-123.04,-122.49,-124.54,2.929722447991371,100.0,0.14,86.5,46.1314475,-3.2758882,5.948164152007053,338.68,-0.84,0.23,0.4,334.3
-123.94,-123.24,-125.62,2.919532072544098,100.0,0.29,88.0,46.13149905,-3.2759226,5.967602596948253,338.05,0.25,0.43,-0.3,334.47
-123.86,-123.18,-125.31,2.923115895986557,100.0,0.18,88.5,46.1315509,-3.2759524,5.967602596948253,337.96,0.87,-0.18,0.06,334.24
-123.61,-123.14,-124.93,2.923345351219177,100.0,0.19,87.0,46.1316028,-3.2759826,5.987041041889452,338.03,0.59,-0.0,0.04,334.26
-124.06,-123.46,-125.49,2.922009893655777,100.0,0.19,88.0,46.13162885,-3.2759975,5.987041041889452,338.01,-0.16,0.35,-0.38,334.57
-124.06,-123.5,-125.98,2.904417549967766,100.0,0.21,87.0,46.1316812,-3.2760247,5.987041041889452,338.13,-0.55,0.14,-0.27,334.82
-124.08,-123.48,-125.81,2.9277751624584196,100.0,0.25,88.0,46.1317324,-3.276052,5.987041041889452,338.39,-0.66,0.32,-0.32,334.74
-123.95,-123.44,-125.41,2.9289528155326843,100.0,0.13,88.5,46.13180715,-3.2760961,5.967602596948253,338.38,-0.65,-0.4,0.06,334.52
-123.61,-123.12,-124.99,2.921434587240219,100.0,0.18,88.0,46.1318328,-3.2761105,5.948164152007053,338.33,-0.55,-0.46,0.12,334.6
-123.69,-122.84,-125.3,2.9253341436386107,100.0,0.2,87.5,46.131886,-3.2761394,5.967602596948253,338.46,-0.21,0.2,0.08,334.69
-123.53,-122.66,-125.09,2.9342837876081465,100.0,0.13,86.5,46.13191235,-3.2761554,5.967602596948253,338.49,-0.18,0.39,0.17,334.76
-123.65,-123.14,-125.69,2.9265536111593247,100.0,0.2,86.5,46.1319637,-3.2761883,5.987041041889452,338.25,-0.22,0.41,-0.14,335.0
-123.83,-123.31,-125.38,2.925429531931877,100.0,0.19,87.0,46.1320137,-3.2762181,5.987041041889452,338.04,-0.14,0.18,-0.13,335.17
-123.25,-122.72,-124.48,2.922512369155884,100.0,0.21,88.0,46.13209005,-3.2762627,5.967602596948253,338.1,0.04,-0.66,0.56,334.78
-123.16,-122.28,-124.39,2.9148685145378113,100.0,0.29,86.5,46.1321168,-3.2762793,5.967602596948253,338.02,-0.17,0.11,0.06,334.8
-124.5,-123.85,-126.17,2.930710768699646,100.0,0.22,87.0,46.1321441,-3.2762948,5.987041041889452,337.94,-0.24,1.15,-1.14,335.28
-124.22,-123.58,-125.56,2.929544659256935,100.0,0.24,89.5,46.13084955,-3.2801994,4.801295900476282,150.58,-1.3,0.0,-0.37,157.44
-124.25,-123.4,-126.0,2.9147783595323564,100.0,0.16,87.5,46.13084955,-3.2801994,4.801295900476282,150.58,-1.04,0.37,-0.05,157.63
-123.54,-122.79,-124.88,2.9318379771709444,100.0,0.18,88.5,46.13080805,-3.280168,4.840172790358681,150.35,0.17,0.32,0.49,157.82
-123.41,-122.83,-125.28,2.9310738468170165,100.0,0.22,87.0,46.1307663,-3.2801427,4.85961123529988,151.07,0.24,0.19,0.46,157.9
-123.75,-123.06,-126.19,2.9392984807491302,100.0,0.27,88.0,46.1307256,-3.2801152,4.85961123529988,151.76,-1.19,0.01,-0.01,158.34
-123.77,-123.02,-124.89,2.909581772685051,100.0,0.25,88.0,46.1306849,-3.280085,4.85961123529988,151.9,-1.26,0.02,0.02,158.47
-123.71,-122.99,-125.03,2.920365755558014,100.0,0.21,87.0,46.13066395,-3.2800705,4.85961123529988,151.97,-0.69,-0.08,0.04,158.76
-123.92,-123.38,-125.41,2.9237897765636442,100.0,0.14,89.0,46.13062145,-3.2800414,4.87904968024108,152.33,-0.59,-0.06,-0.27,159.1
-124.25,-123.74,-126.27,2.933060753941536,100.0,0.18,89.5,46.1305783,-3.2800093,4.917926570123479,152.52,-0.79,-0.02,-0.41,159.34
-124.39,-123.54,-125.73,2.92293417096138,100.0,0.24,88.0,46.13053455,-3.2799743,4.976241904947077,152.4,-1.09,0.18,-0.5,159.71
-124.41,-123.94,-125.7,2.90836252450943,100.0,0.02,87.0,46.13049085,-3.2799402,5.015118794829476,152.18,-0.46,0.55,-0.4,159.84
-123.95,-123.21,-125.66,2.924658020734787,100.0,0.25,86.5,46.13044745,-3.2799114,5.053995684711875,152.35,0.36,0.12,0.14,159.83
-123.63,-122.98,-124.98,2.9100601613521575,100.0,0.21,87.0,46.13042585,-3.2798984,5.053995684711875,152.61,0.27,-0.11,0.26,159.94
-123.8,-122.87,-126.36,2.920529536008835,100.0,0.25,88.0,46.13038245,-3.2798706,5.053995684711875,153.15,-0.78,-0.13,0.11,160.52
-123.94,-123.1,-125.33,2.924867299795151,100.0,0.23,89.5,46.13033775,-3.2798408,5.073434129653075,153.39,-1.19,0.26,-0.02,160.82
-123.88,-123.27,-125.61,2.9301442450284956,100.0,0.16,88.0,46.13029255,-3.2798123,5.112311019535474,153.69,-0.69,0.32,0.07,160.77
-123.71,-122.96,-125.09,2.9219870990514756,100.0,0.24,90.0,46.1302481,-3.2797858,5.131749464476673,154.11,-0.17,0.36,0.2,160.85
-123.55,-123.01,-124.59,2.8681303060054777,100.0,-0.0,87.5,46.1302041,-3.2797621,5.131749464476673,154.69,-0.1,0.22,0.28,160.97
-123.54,-122.61,-124.87,2.913816052675247,100.0,0.25,88.0,46.13018215,-3.2797505,5.112311019535474,155.01,-0.39,-0.23,0.22,161.13
-123.96,-123.24,-125.56,2.9114324486255647,100.0,0.21,85.5,46.13013785,-3.2797243,5.112311019535474,155.54,-1.24,-0.43,-0.26,161.58
-124.41,-123.75,-125.96,2.926275179386139,100.0,0.25,88.0,46.13009195,-3.2796918,5.131749464476673,155.49,-1.37,0.12,-0.65,162.1
-124.62,-123.75,-126.27,2.92355288028717,100.0,0.25,87.5,46.13004455,-3.2796582,5.209503244241471,155.22,-0.45,0.54,-0.58,162.07
-124.37,-123.76,-126.41,2.930872913002968,100.0,0.18,88.5,46.12999745,-3.2796288,5.26781857906507,155.25,-0.13,0.31,-0.33,162.02
-124.01,-123.41,-125.79,2.9299271762371064,100.0,0.28,87.0,46.1299743,-3.2796149,5.26781857906507,155.35,0.02,0.08,-0.03,162.09
-123.94,-123.32,-125.25,2.9210285574197767,100.0,0.17,87.5,46.12992795,-3.2795885,5.287257024006269,155.7,-0.21,0.22,0.04,162.29
-123.75,-123.08,-125.95,2.925054576396942,100.0,0.29,87.0,46.1298813,-3.279563,5.306695468947469,156.05,-0.37,0.11,0.23,162.5
-123.77,-122.89,-125.44,2.9177999758720397,100.0,0.32,86.5,46.1298349,-3.279538,5.306695468947469,156.51,-0.4,0.37,0.14,162.43
-123.63,-122.95,-125.19,2.9225770086050034,100.0,0.19,86.5,46.12978895,-3.2795148,5.306695468947469,156.91,-0.23,-0.04,0.47,162.35
-123.34,-122.14,-125.09,2.916838835477829,100.0,0.29,87.5,46.1297423,-3.279494,5.306695468947469,157.52,-0.33,-0.19,0.51,162.4
-123.57,-122.83,-124.98,2.914746035337448,100.0,0.24,88.0,46.12971865,-3.2794836,5.287257024006269,157.87,-0.82,-0.15,0.04,162.62
-124.27,-123.15,-125.33,2.902121397256851,100.0,0.14,85.0,46.12967045,-3.2794587,5.306695468947469,158.42,-1.45,0.04,-0.66,162.87
-124.66,-123.95,-125.92,2.922732203006744,100.0,0.2,87.0,46.12962255,-3.2794269,5.345572358829868,158.3,-1.29,0.17,-0.68,163.18
-124.41,-123.81,-125.9,2.9270768308639528,100.0,0.17,89.0,46.1295744,-3.2793944,5.384449248712267,157.79,-0.66,0.35,-0.48,163.15
-124.1,-123.37,-125.51,2.9250573289394377,100.0,0.27,88.0,46.12952645,-3.279367,5.423326138594666,157.65,0.62,0.49,-0.15,162.92
-123.74,-122.61,-125.18,2.9250477814674376,100.0,0.29,88.0,46.12947935,-3.279344,5.423326138594666,157.95,0.76,-0.12,0.26,162.68
-123.51,-122.78,-125.06,2.93477733373642,100.0,0.32,88.0,46.1294557,-3.2793332,5.423326138594666,158.19,-0.19,-0.46,0.23,162.99
-124.06,-123.27,-125.61,2.9190181028842925,100.0,0.34,87.0,46.1294068,-3.2793086,5.423326138594666,158.68,-1.31,0.23,-0.29,163.37
-124.2,-123.3,-125.84,2.937756040096283,100.0,0.28,86.5,46.1293567,-3.2792792,5.462203028477065,158.66,-1.31,0.56,-0.31,163.3
-123.9,-123.3,-124.86,2.924736316204071,100.0,0.16,87.0,46.1293075,-3.2792532,5.501079918359464,158.65,-0.38,0.6,0.14,162.95
-123.24,-122.63,-124.75,2.9434196877479555,100.0,0.27,87.5,46.12925985,-3.279233,5.501079918359464,159.03,0.48,-0.07,0.63,162.67
-123.26,-122.43,-124.72,2.927213567495346,100.0,0.2,88.0,46.12921185,-3.2792148,5.481641473418264,159.81,0.4,-0.18,0.55,162.7
-123.95,-123.0,-126.0,2.9292472863197325,100.0,0.2,88.5,46.1291878,-3.2792032,5.462203028477065,160.08,-0.58,-0.2,-0.1,162.88
-124.35,-123.55,-126.13,2.9094428795576097,100.0,0.17,88.5,46.12913895,-3.2791754,5.481641473418264,160.13,-1.33,-0.13,-0.54,163.2
-124.53,-123.68,-125.73,2.9192674547433852,100.0,0.19,87.5,46.1290891,-3.2791434,5.520518363300663,159.68,-1.12,0.12,-0.65,163.46
-124.59,-124.1,-126.39,2.906384068727493,100.0,0.19,87.5,46.12901425,-3.2790959,5.598272143065461,158.95,0.22,0.44,-0.27,163.0
-124.13,-123.46,-125.64,2.919400724172592,100.0,0.18,88.0,46.1289896,-3.2790827,5.598272143065461,158.86,0.57,0.29,0.07,162.88
-123.64,-123.12,-125.0,2.9123572444915773,100.0,0.19,88.0,46.1289407,-3.2790601,5.598272143065461,159.07,0.77,-0.08,0.4,162.84
-123.52,-122.84,-125.02,2.9189684998989107,100.0,0.18,88.0,46.128916,-3.2790497,5.598272143065461,159.34,0.42,-0.07,0.36,162.95
-123.65,-123.04,-125.12,2.9328075873851778,100.0,0.23,87.0,46.1288661,-3.279027,5.598272143065461,159.8,-0.37,0.2,0.18,162.77
-123.76,-123.11,-125.3,2.9364903914928435,100.0,0.19,89.0,46.12881655,-3.2790031,5.598272143065461,160.08,-0.79,0.13,0.08,162.64
-123.64,-122.91,-125.33,2.9399053275585176,100.0,0.25,89.0,46.12876745,-3.2789783,5.617710588006661,160.17,-0.84,-0.19,0.15,162.84
-123.72,-123.12,-125.04,2.9233135533332826,100.0,0.22,87.0,46.12871745,-3.2789531,5.617710588006661,160.23,-0.78,-0.04,0.07,162.93
-123.99,-123.52,-125.48,2.9141348522901533,100.0,0.11,89.0,46.1286919,-3.2789402,5.617710588006661,160.27,-0.53,0.3,-0.21,162.83
-124.24,-123.61,-125.65,2.9220532816648483,100.0,0.17,88.0,46.12864125,-3.2789147,5.65658747788906,160.35,-0.2,0.18,-0.44,162.52
-124.29,-123.66,-125.82,2.930678163766861,100.0,0.25,87.5,46.1285923,-3.278886,5.65658747788906,160.28,-0.37,-0.15,-0.37,162.74
-124.16,-123.67,-125.56,2.910515710115433,100.0,0.19,88.5,46.12854315,-3.2788548,5.676025922830259,159.8,-0.21,0.09,-0.24,162.96
-124.13,-123.41,-125.64,2.9378452670574187,100.0,0.18,87.0,46.1284928,-3.2788251,5.695464367771459,159.43,-0.13,0.16,-0.2,163.04
-124.03,-123.38,-125.77,2.9063751202821733,100.0,0.29,86.0,46.1284673,-3.2788111,5.695464367771459,159.36,-0.0,0.17,-0.04,162.97
-123.84,-123.38,-125.07,2.922688435912132,100.0,0.11,89.5,46.1284161,-3.2787851,5.714902812712658,159.39,0.07,0.4,0.14,162.54
-123.67,-123.07,-124.98,2.9248940753936767,100.0,0.17,87.5,46.12836575,-3.2787611,5.734341257653858,159.64,-0.23,0.15,0.31,162.41
-123.41,-123.01,-124.49,2.9366295647621157,100.0,0.12,89.0,46.1282913,-3.2787269,5.714902812712658,160.04,-0.42,-0.21,0.49,162.57
-123.32,-122.77,-124.73,2.922126232385635,100.0,0.13,88.5,46.128266,-3.2787156,5.714902812712658,160.22,-0.46,-0.21,0.39,162.7
-123.92,-123.18,-125.65,2.92746621131897,100.0,0.3,89.0,46.1282149,-3.2786902,5.714902812712658,160.49,-0.74,0.21,-0.29,162.75
-124.34,-123.82,-125.78,2.9245323264598846,100.0,0.11,90.0,46.1281897,-3.2786753,5.734341257653858,160.46,-1.04,0.21,-0.44,162.69
-123.99,-123.48,-125.07,2.9070898765325546,100.0,0.03,88.0,46.12813995,-3.2786448,5.734341257653858,160.03,-0.2,-0.12,0.04,162.65
-123.74,-123.22,-125.32,2.9113788640499116,100.0,0.06,88.0,46.12808885,-3.2786183,5.753779702595057,159.84,0.2,-0.08,-0.0,162.66
-124.41,-123.48,-126.52,2.9264861035346983,100.0,0.41,88.0,46.1280373,-3.2785909,5.773218147536257,160.0,-0.08,-0.03,-0.65,162.73
-124.72,-124.07,-126.24,2.908128410577774,100.0,0.24,88.0,46.1279861,-3.2785563,5.7926565924774565,159.64,-1.18,0.07,-0.67,163.17
-124.23,-123.59,-126.15,2.924848794937134,100.0,0.19,87.0,46.1279342,-3.2785222,5.831533482359856,158.89,-1.11,0.33,-0.34,163.27
-123.67,-123.13,-125.33,2.908633245229721,100.0,0.18,86.5,46.1279082,-3.2785094,5.850971927301056,158.77,0.54,0.85,0.29,162.81
-123.39,-122.87,-124.89,2.933264909982681,100.0,0.12,89.0,46.1278583,-3.278489,5.850971927301056,159.26,0.98,0.01,0.54,162.4
-123.28,-122.25,-125.22,2.8999320316314696,100.0,0.35,86.0,46.1278097,-3.2784677,5.812095037418657,159.8,-0.31,-0.6,0.58,162.52
-123.55,-122.53,-125.07,2.9040696865320204,100.0,0.26,88.5,46.12775865,-3.2784433,5.773218147536257,160.09,-1.1,-0.08,0.15,162.65
-123.92,-123.15,-125.17,2.928346836566925,100.0,0.23,87.5,46.12770555,-3.2784168,5.7926565924774565,160.21,-0.89,0.32,-0.21,162.71
-124.32,-123.76,-125.61,2.926107221841812,100.0,0.16,89.0,46.12765305,-3.2783894,5.831533482359856,160.29,-0.67,0.36,-0.4,162.58
-124.39,-123.68,-125.59,2.927472319602966,100.0,0.29,87.5,46.1276276,-3.2783739,5.850971927301056,160.24,-0.69,-0.04,-0.44,162.51
-124.17,-123.46,-125.49,2.9373673367500306,100.0,0.23,89.5,46.12757665,-3.2783427,5.850971927301056,159.79,-0.26,0.08,-0.21,162.64
-124.27,-123.44,-125.45,2.930711303949356,100.0,0.18,88.0,46.12752475,-3.2783137,5.870410372242255,159.64,0.19,0.29,-0.37,162.44
-124.41,-123.69,-126.0,2.9293072390556336,100.0,0.29,87.0,46.127474,-3.2782834,5.889848817183455,159.46,0.01,-0.04,-0.27,162.52
-124.12,-123.38,-125.89,2.9385421293973923,100.0,0.37,89.0,46.12742315,-3.2782528,5.889848817183455,159.13,-0.02,0.0,-0.03,162.58
-123.77,-122.97,-125.34,2.9213835656642915,100.0,0.3,88.0,46.12737045,-3.2782279,5.909287262124654,159.21,0.18,0.18,0.29,162.57
-123.89,-123.11,-125.73,2.9125576531887054,100.0,0.33,89.5,46.1273443,-3.2782153,5.909287262124654,159.43,-0.29,0.19,0.06,162.47
-124.02,-123.17,-126.04,2.928979316949844,100.0,0.22,88.5,46.1272929,-3.2781879,5.909287262124654,159.58,-0.89,0.19,0.05,162.43
-123.72,-123.05,-125.01,2.935755079984665,100.0,0.27,88.5,46.1272421,-3.2781601,5.909287262124654,159.5,-0.51,0.07,0.37,162.33
-123.5,-122.29,-125.29,2.9213793796300886,100.0,0.41,87.0,46.12719065,-3.278136,5.909287262124654,159.66,0.03,0.03,0.2,162.44
-123.83,-122.99,-125.56,2.9149637854099275,100.0,0.35,87.5,46.1271393,-3.2781115,5.889848817183455,160.01,-0.1,-0.07,0.01,162.5
-124.21,-123.58,-125.41,2.9010967022180556,100.0,0.23,85.5,46.12708765,-3.2780831,5.889848817183455,160.02,-0.68,-0.12,-0.33,162.59
-124.38,-123.6,-125.91,2.9360022354125976,100.0,0.3,87.5,46.1270616,-3.2780679,5.909287262124654,159.95,-0.72,-0.0,-0.51,162.32
-124.55,-123.51,-126.25,2.931905312538147,100.0,0.33,87.5,46.1270091,-3.2780356,5.928725707065854,159.63,-0.55,-0.04,-0.49,162.49
-124.46,-123.7,-126.05,2.9147276055812834,100.0,0.28,86.5,46.1269294,-3.2779865,5.987041041889452,159.05,-0.3,0.53,-0.41,162.76
-124.44,-123.85,-126.24,2.927482399344444,100.0,0.25,87.5,46.12690285,-3.2779716,5.987041041889452,158.98,-0.14,0.69,-0.31,162.71
-123.95,-123.32,-125.58,2.9257840871810914,100.0,0.26,88.0,46.12685145,-3.2779451,6.006479486830652,159.0,0.25,0.2,0.34,162.16
-123.41,-122.54,-126.03,2.912555078268051,100.0,0.35,87.0,46.12682615,-3.2779332,5.987041041889452,159.14,0.35,-0.08,0.59,161.78
-123.46,-122.85,-124.93,2.936628221273422,100.0,0.32,88.5,46.12677565,-3.2779099,5.967602596948253,159.51,0.24,-0.07,0.48,161.72
-123.69,-123.14,-125.28,2.9143997025489807,100.0,0.25,86.5,46.1267243,-3.2778854,5.928725707065854,159.79,-0.43,-0.23,0.23,162.02
-123.87,-123.11,-125.26,2.9182571423053743,100.0,0.26,89.5,46.12664475,-3.277843,5.948164152007053,159.9,-1.05,0.27,-0.31,162.21
-124.37,-123.42,-125.86,2.9157554745674132,100.0,0.2,89.5,46.12661805,-3.2778279,5.967602596948253,159.86,-0.97,0.49,-0.48,162.12
-124.47,-123.92,-125.81,2.9408447432518003,100.0,0.14,89.0,46.12656575,-3.2777968,5.987041041889452,159.66,-0.9,0.32,-0.45,162.11
-124.33,-123.73,-125.84,2.910647565126419,100.0,0.23,88.5,46.12653995,-3.2777806,5.987041041889452,159.49,-0.63,-0.03,-0.29,162.09
-124.5,-123.82,-125.85,2.9178977143764495,100.0,0.18,87.5,46.1264886,-3.2777489,6.006479486830652,159.13,0.22,0.44,-0.35,161.81
-124.1,-123.43,-125.55,2.9143883430957795,100.0,0.2,87.0,46.1264372,-3.2777211,6.006479486830652,159.0,0.83,-0.21,0.17,161.73
-123.92,-123.27,-125.29,2.9214239704608915,100.0,0.21,89.0,46.1263849,-3.2776957,5.987041041889452,159.26,0.02,-0.27,0.05,161.92
-124.45,-123.7,-126.12,2.9109473860263826,100.0,0.19,88.0,46.1263316,-3.2776643,6.006479486830652,159.31,-1.24,0.28,-0.31,162.17
-124.51,-123.82,-126.09,2.9419605684280397,100.0,0.23,87.0,46.1262785,-3.277631,6.025917931771851,158.91,-1.32,0.57,-0.28,162.09
-124.07,-123.56,-125.21,2.9226461839675903,100.0,0.17,89.0,46.1262525,-3.2776164,6.045356376713051,158.79,-0.21,0.56,0.23,161.67
-123.55,-122.74,-124.89,2.933978807926178,100.0,0.21,87.5,46.12620135,-3.2775933,6.025917931771851,158.98,0.78,-0.12,0.62,161.23
-123.65,-123.05,-125.02,2.925911012887955,100.0,0.25,88.0,46.12615055,-3.2775711,5.987041041889452,159.57,-0.16,-0.58,0.31,161.5
-124.13,-123.03,-125.77,2.9161038142442703,100.0,0.29,87.0,46.1260983,-3.2775422,5.967602596948253,159.75,-1.36,0.04,-0.37,161.9
-124.88,-124.25,-126.43,2.9219349145889284,100.0,0.22,86.0,46.126045,-3.2775077,6.006479486830652,159.38,-1.42,0.53,-0.68,161.88
-124.84,-123.93,-126.31,2.927538261413574,100.0,0.22,86.5,46.12601885,-3.2774904,6.025917931771851,159.11,-0.49,0.35,-0.5,161.69
-124.43,-123.46,-126.01,2.909503786563873,100.0,0.3,87.0,46.12596715,-3.2774593,6.045356376713051,158.77,0.21,-0.27,-0.12,161.64
-124.57,-123.81,-126.63,2.9281261801719665,100.0,0.29,88.5,46.1259155,-3.2774281,6.025917931771851,158.64,0.08,0.1,-0.25,161.57
-124.5,-123.47,-125.74,2.9222132921218873,100.0,0.29,88.0,46.12586245,-3.2773971,6.045356376713051,158.44,0.16,0.25,0.04,161.5
-124.17,-123.54,-125.43,2.910064523816109,100.0,0.24,85.5,46.12580895,-3.2773696,6.06479482165425,158.59,0.12,0.16,0.19,161.53
-124.24,-123.59,-125.54,2.9116182005405427,100.0,0.29,88.5,46.1257826,-3.2773554,6.06479482165425,158.7,-0.33,0.23,0.06,161.72
-124.25,-123.69,-125.66,2.9343673193454745,100.0,0.24,89.0,46.12573055,-3.277326,6.06479482165425,158.75,-0.6,0.33,0.24,161.63
-123.92,-123.23,-125.24,2.917506063580513,100.0,0.29,86.5,46.12567895,-3.2772997,6.045356376713051,158.81,-0.44,0.13,0.4,161.42
-123.93,-123.14,-125.05,2.9364648735523224,100.0,0.29,85.0,46.1256277,-3.2772735,6.025917931771851,159.08,-0.35,-0.39,0.3,161.41
-124.37,-123.43,-126.11,2.933658878803253,100.0,0.38,89.0,46.12557495,-3.2772447,6.025917931771851,159.16,-0.51,0.02,-0.2,161.64
-124.82,-124.07,-127.09,2.9369204938411713,100.0,0.38,88.5,46.12552145,-3.2772137,6.045356376713051,159.12,-0.66,0.11,-0.48,161.82
-124.77,-124.09,-126.51,2.929260175228119,100.0,0.25,88.5,46.12549495,-3.2771966,6.045356376713051,159.01,-0.72,0.02,-0.43,162.05
-124.85,-124.2,-126.32,2.921451458930969,100.0,0.31,89.0,46.1254416,-3.2771622,6.08423326659545,158.6,-0.41,0.33,-0.43,162.05
-124.73,-123.81,-126.49,2.923388229608536,100.0,0.29,87.0,46.12538875,-3.2771304,6.1036717115366494,158.37,0.21,0.34,-0.27,161.92
-124.56,-123.53,-126.3,2.9403249657154085,100.0,0.49,89.0,46.12533715,-3.2770998,6.1036717115366494,158.29,-0.05,0.01,-0.05,161.94
-124.33,-123.71,-125.73,2.924209944009781,100.0,0.28,87.5,46.12525895,-3.2770581,6.08423326659545,158.31,-0.08,0.23,0.25,161.82
-123.82,-123.11,-125.13,2.91896715760231,100.0,0.29,86.0,46.12523215,-3.2770472,6.08423326659545,158.52,0.1,0.09,0.53,161.77
-123.73,-122.8,-125.59,2.926426911354065,100.0,0.42,85.5,46.1251782,-3.2770253,6.06479482165425,159.25,-0.34,-0.31,0.33,162.14
-124.51,-123.34,-126.16,2.9233463072776793,100.0,0.41,88.5,46.1251508,-3.2770119,6.06479482165425,159.53,-1.07,-0.05,-0.15,162.35
-125.26,-124.13,-126.52,2.925839740037918,100.0,0.32,87.5,46.12509665,-3.2769785,6.1036717115366494,159.53,-2.06,0.61,-0.87,162.36
-125.05,-124.26,-127.0,2.9314941561222074,100.0,0.25,89.0,46.1250447,-3.276942,6.123110156477849,158.88,-0.67,0.41,-0.28,161.82
-124.11,-123.31,-125.94,2.9316020756959915,100.0,0.27,87.0,46.124993,-3.2769149,6.123110156477849,158.6,1.37,-0.19,0.47,161.8
-124.03,-123.09,-125.43,2.934252282381058,100.0,0.36,85.5,46.1249404,-3.2768919,6.08423326659545,159.11,1.0,-0.33,0.08,162.14
-124.63,-123.67,-126.25,2.917460272908211,100.0,0.36,87.5,46.12491355,-3.2768788,6.08423326659545,159.36,0.09,-0.26,-0.26,162.29
-125.28,-124.33,-127.02,2.9163652646541594,100.0,0.29,89.0,46.12485925,-3.2768459,6.1036717115366494,159.39,-1.66,0.26,-0.8,162.43
-125.22,-124.64,-126.43,2.914665141105652,100.0,0.22,87.0,46.1248055,-3.2768086,6.1425486014190485,158.8,-1.25,0.47,-0.35,162.19
-124.27,-123.13,-125.75,2.9142140698432923,100.0,0.28,88.0,46.12475195,-3.2767784,6.161987046360248,158.41,0.66,0.26,0.58,162.0
-123.79,-123.09,-125.15,2.9113686901330946,100.0,0.24,88.5,46.12469835,-3.2767569,6.1425486014190485,158.91,1.15,0.19,0.7,162.03
-123.97,-123.13,-125.54,2.919670354127884,100.0,0.29,88.5,46.12467165,-3.2767466,6.1425486014190485,159.29,0.64,0.09,0.45,161.9
-124.2,-123.32,-125.76,2.9327347910404207,100.0,0.3,89.5,46.124619,-3.2767242,6.1036717115366494,159.92,-0.84,-0.23,0.13,161.79
-124.5,-123.89,-125.63,2.936125383377075,100.0,0.2,88.5,46.12456645,-3.2766964,6.08423326659545,160.13,-1.7,-0.37,-0.21,161.98
-124.85,-124.24,-126.4,2.9232284772396087,100.0,0.23,89.0,46.12448505,-3.2766464,6.123110156477849,159.69,-1.47,0.13,-0.58,162.37
-125.21,-124.45,-126.38,2.937551884651184,100.0,0.14,87.0,46.12445755,-3.2766294,6.1425486014190485,159.46,-1.01,0.48,-0.71,162.35
-125.22,-124.4,-126.8,2.905902627706528,100.0,0.35,89.0,46.12440355,-3.2765977,6.1814254913014475,159.19,0.05,0.65,-0.55,161.83
-124.71,-124.13,-125.99,2.931595255732536,100.0,0.13,88.0,46.12437745,-3.2765835,6.1814254913014475,159.13,0.76,-0.09,0.06,161.61
-124.4,-123.67,-125.61,2.931745878458023,100.0,0.19,89.5,46.1243259,-3.2765553,6.161987046360248,159.17,0.62,-0.29,0.21,161.75
-124.32,-123.78,-126.35,2.9180857372283935,100.0,0.21,86.5,46.1242732,-3.2765267,6.123110156477849,159.16,0.42,-0.27,0.32,161.88
-124.29,-123.36,-125.45,2.91795716047287,100.0,0.23,89.5,46.1242178,-3.2765003,6.1425486014190485,159.31,-0.35,0.46,0.1,162.12
-124.55,-123.83,-126.18,2.923096886873245,100.0,0.17,87.5,46.1241627,-3.2764739,6.161987046360248,159.65,-0.72,0.47,0.02,162.05
-124.41,-123.72,-126.13,2.918046759366989,100.0,0.18,87.5,46.1241359,-3.2764608,6.161987046360248,159.75,-0.85,0.24,0.22,161.75
-124.21,-123.64,-125.44,2.9284687173366546,100.0,0.19,88.0,46.1240831,-3.2764366,6.161987046360248,160.0,-0.64,-0.08,0.16,161.69
